track,artist,year,duration,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,popularity,genre
American Idiot,Green Day,2004,176346,.38,.98799998,-2.0420001,.063900001,.000026399999,.000078600002,.368,.76899999,80,Alt. Rock
Boulevard of Broken Dreams,Green Day,2004,262333,.49599999,.68199998,-4.0949998,.0294,.0055200001,.0000294,.058899999,.47400001,72,Alt. Rock
Holiday,Green Day,2004,232680,.55199999,.88999999,-3.4089999,.034200002,.000143,0,.88800001,.71600002,64,Alt. Rock
Wake Me up When September Ends,Green Day,2004,285653,.546,.81400001,-5.1459999,.031399999,.023,0,.097199999,.146,77,Alt. Rock
21 Guns,Green Day,2009,321093,.26800001,.74199998,-4.9390001,.035500001,.051800001,0,.62599999,.41600001,75,Alt. Rock
Pardon Me,Incubus,1999,223746,.579,.81199998,-6.5089998,.069300003,.0011399999,.00333,.115,.278,68,Alt. Rock
Stellar,Incubus,1999,200493,.58200002,.76499999,-6.5440001,.037599999,.00106,.0506,.34400001,.528,62,Alt. Rock
Drive,Incubus,2000,232453,.64499998,.792,-7.3400002,.035999998,.056200001,.0121,.119,.66600001,78,Alt. Rock
Are You In?,Incubus,2001,264200,.52600002,.58700001,-8.7329998,.039000001,.23999999,.243,.88599998,.36399999,58,Alt. Rock
Nice to Know You,Incubus,2001,283160,.51499999,.86400002,-5.3839998,.047800001,.00182,.000073199997,.108,.23199999,58,Alt. Rock
Wish You Were Here,Incubus,2001,212733,.24600001,.76800001,-7.48,.038699999,.00063099997,.301,.102,.34999999,70,Alt. Rock
Megalomaniac,Incubus,2004,294800,.53200001,.94300002,-4.5489998,.051199999,.0055999998,.00058699999,.317,.37099999,55,Alt. Rock
Anna Molly,Incubus,2006,225880,.45100001,.97299999,-2.6110001,.051399998,.00428,7.3599999e-06,.092399999,.62800002,60,Alt. Rock
Love Hurts,Incubus,2006,237066,.47400001,.80500001,-4.0630002,.0266,.0129,2.5100001e-06,.175,.40900001,56,Alt. Rock
Jane Says,Jane's Addiction,1988,287000,.40200001,.597,-9.2580004,.032699998,.0385,2.0900000e-06,.109,.49599999,63,Alt. Rock
Mountain Song,Jane's Addiction,1988,242720,.324,.93099999,-6.803,.083700001,.0155,.0252,.27700001,.31299999,52,Alt. Rock
Ocean Size,Jane's Addiction,1988,259666,.257,.90100002,-9.0740004,.0832,.089599997,.0137,.227,.252,45,Alt. Rock
Been Caught Stealing,Jane's Addiction,1990,214706,.639,.92900002,-4.7620001,.212,.0032599999,.050099999,.242,.68800002,53,Alt. Rock
Classic Girl,Jane's Addiction,1990,307800,.30199999,.55599999,-9.448,.033599999,.024800001,.0020000001,.107,.243,29,Alt. Rock
I Would for You,Jane's Addiction,1990,232266,.36399999,.0287,-19.914,.032699998,.963,.0036800001,.123,.098200001,34,Alt. Rock
Stop,Jane's Addiction,1990,254106,.41600001,.75199997,-8.2390003,.111,.0128,.000527,.59500003,.354,44,Alt. Rock
Three Days,Jane's Addiction,1990,648506,.28600001,.83700001,-8.7110004,.082999997,.0044499999,.085900001,.116,.315,39,Alt. Rock
A Praise Chorus,Jimmy Eat World,2001,243506,.461,.93599999,-5.296,.0678,.024900001,8.6299997e-06,.222,.484,51,Alt. Rock
Bleed American,Jimmy Eat World,2001,181493,.43799999,.93800002,-5.6110001,.093999997,.0084199999,1.0799999e-06,.80599999,.58399999,65,Alt. Rock
Goodbye Sky Harbor,Jimmy Eat World,2001,973173,.65700001,.69700003,-6.901,.0232,.145,.096000001,.2,.67799997,28,Alt. Rock
Hear You Me,Jimmy Eat World,2001,284373,.465,.51700002,-6.1890001,.0284,.0085399998,.0403,.20900001,.13699999,61,Alt. Rock
Sweetness,Jimmy Eat World,2001,220026,.48699999,.898,-4.4359999,.037999999,.0030499999,0,.25999999,.597,68,Alt. Rock
The Middle,Jimmy Eat World,2001,165853,.64300001,.84899998,-5.428,.0526,.037099998,0,.057999998,.903,83,Alt. Rock
Pain,Jimmy Eat World,2004,181306,.38999999,.96499997,-3.3800001,.119,.018100001,0,.583,.19499999,47,Alt. Rock
Work,Jimmy Eat World,2004,203506,.54400003,.926,-3.575,.0634,.0074100001,0,.214,.352,38,Alt. Rock
Just Tonight,Jimmy Eat World,2005,206373,.39300001,.93900001,-3.457,.096299998,.000134,.000114,.134,.69400001,47,Alt. Rock
Disorder - 2019 Digital Master,Joy Division,1979,212360,.32499999,.82800001,-6.2719998,.117,.00026900001,.72899997,.11,.73000002,47,Alt. Rock
Transmission,Joy Division,1979,218213,.48300001,.84200001,-7.1259999,.038400002,.032000002,.55000001,.096199997,.66799998,26,Alt. Rock
Warsaw - 2010 Remaster,Joy Division,1979,144661,.56099999,.69999999,-8.8199997,.079800002,.35600001,.0000296,.072300002,.60699999,48,Alt. Rock
Atmosphere,Joy Division,1980,251866,.611,.435,-10.791,.0308,.214,.47400001,.102,.43599999,30,Alt. Rock
Dead Souls - 2007 Remaster,Joy Division,1980,293693,.484,.96200001,-5.3169999,.058499999,.049600001,.66799998,.116,.63300002,39,Alt. Rock
Isolation - 2007 Remaster,Joy Division,1980,175093,.54400003,.78299999,-8.1199999,.054000001,.048,.00734,.091700003,.69700003,47,Alt. Rock
Love Will Tear Us Apart,Joy Division,1980,206226,.52399999,.921,-7.7090001,.036699999,.00103,.76800001,.12800001,.90799999,39,Alt. Rock
New Dawn Fades - 2007 Remaster,Joy Division,1980,291706,.38699999,.52499998,-9.6339998,.035,.00236,.76899999,.25099999,.25799999,48,Alt. Rock
Shadowplay - 2019 Digital Master,Joy Division,1980,235653,.42300001,.76899999,-7.1999998,.061700001,.00107,.86199999,.13500001,.109,44,Alt. Rock
She's Lost Control - 2007 Remaster,Joy Division,1980,237013,.48500001,.84600002,-7.6300001,.0528,.015699999,.0287,.0766,.74299997,55,Alt. Rock
"21st Century Schizoid Man - Including ""Mirrors""",King Crimson,1969,442580,.34200001,.70099998,-9.9160004,.062600002,.000409,.588,.197,.55800003,55,Alt. Rock
"Epitaph - Including ""March for No Reason"" and ""Tomorrow and Tomorrow""",King Crimson,1969,526822,.28400001,.31799999,-12.919,.0319,.00721,.0086399997,.0858,.092399999,53,Alt. Rock
"The Court Of The Crimson King - Including ""The Return of the Fire Witch"" and ""The Dance of the Puppets""",King Crimson,1969,602530,.33700001,.34400001,-12.079,.0429,.0832,.207,.22400001,.0704,52,Alt. Rock
The Devils Triangle,King Crimson,1969,697023,.191,.458,-15.031,.0513,.0039499998,.81800002,.078500003,.079999998,28,Alt. Rock
The Night Watch,King Crimson,1973,281611,.264,.30500001,-15.952,.041299999,.0407,.0164,.19,.125,30,Alt. Rock
Red,King Crimson,1974,375748,.29499999,.74299997,-8.5640001,.029999999,.00278,.87699997,.16,.119,40,Alt. Rock
Indiscipline,King Crimson,1981,273000,.35499999,.45199999,-10.786,.052499998,.016799999,.29800001,.0933,.59399998,38,Alt. Rock
A.D.I.D.A.S.,Korn,1996,153600,.33399999,.898,-6.8210001,.19599999,.0040600002,.020199999,.162,.226,66,Alt. Rock
Blind,Korn,1997,258266,.28299999,.89099997,-8.165,.178,.0067799999,.0038000001,.15899999,.226,69,Alt. Rock
Freak On a Leash,Korn,1998,255733,.35299999,.898,-5.8769999,.052000001,.000022300001,.105,.38999999,.52499998,78,Alt. Rock
Got the Life,Korn,1998,225306,.498,.90499997,-5.7210002,.052099999,.000018500001,.76499999,.38299999,.58399999,72,Alt. Rock
Falling Away from Me,Korn,1999,270920,.46799999,.76899999,-7.0359998,.041000001,.00014,.00124,.271,.17,72,Alt. Rock
Make Me Bad,Korn,1999,235613,.53100002,.79299998,-6.8889999,.049600001,.00019200001,.0241,.229,.417,64,Alt. Rock
Twist,Korn,1999,49213,.55800003,.98900002,-5.0409999,.15800001,.39500001,.000098099998,.375,.63499999,65,Alt. Rock
Here to Stay,Korn,2002,270960,.56400001,.94700003,-4.9980001,.044799998,7.8100002e-06,.82800001,.373,.35100001,64,Alt. Rock
Thoughtless,Korn,2002,272920,.59299999,.93300003,-4.8940001,.119,.00044500001,.384,.068000004,.49700001,56,Alt. Rock
Coming Undone,Korn,2005,199773,.68699998,.67699999,-4.1719999,.050799999,.00064300001,.000137,.056400001,.54500002,75,Alt. Rock
Crawling,Linkin Park,2001,208960,.57999998,.70200002,-5.5650001,.0337,.046599999,3.2000000e-06,.53600001,.29899999,79,Alt. Rock
In the End,Linkin Park,2001,216880,.55599999,.86400002,-5.8699999,.058400001,.0095800003,0,.20900001,.40000001,86,Alt. Rock
One Step Closer,Linkin Park,2001,157333,.49200001,.96899998,-4.4190001,.0491,.0014,1.3200000e-06,.078699999,.53799999,80,Alt. Rock
Papercut,Linkin Park,2001,184866,.52399999,.93900001,-3.994,.113,.00022,0,.62300003,.66100001,78,Alt. Rock
Faint,Linkin Park,2003,162106,.55400002,.98000002,-3.5139999,.108,.127,0,.083300002,.611,80,Alt. Rock
Numb,Linkin Park,2003,187520,.48800001,.87,-4.1849999,.042100001,.0035300001,0,.484,.211,84,Alt. Rock
Somewhere I Belong,Linkin Park,2003,213933,.45100001,.95099998,-3.7539999,.064499997,.000386,2.5600000e-06,.26100001,.44100001,71,Alt. Rock
Breaking the Habit,Linkin Park,2005,196133,.57999998,.86500001,-4.3590002,.031300001,.105,0,.106,.58700001,66,Alt. Rock
Bleed It Out,Linkin Park,2007,164426,.54100001,.96899998,-3.4389999,.0458,.113,0,.63800001,.59899998,79,Alt. Rock
I'm Waiting for the Man - May 1965 Demo,Lou Reed,1965,283853,.61000001,.22400001,-13.471,.031399999,.98100001,.025900001,.153,.34900001,17,Alt. Rock
Perfect Day,Lou Reed,1972,225000,.40000001,.26699999,-12.488,.032299999,.74400002,.00734,.103,.087200001,66,Alt. Rock
Satellite of Love,Lou Reed,1972,221120,.458,.50199997,-10.186,.0294,.442,5.5099999e-06,.29899999,.57099998,56,Alt. Rock
Sweet Jane,Lou Reed,1972,477106,.39399999,.64899999,-12.938,.057100002,.178,.31099999,.212,.699,27,Alt. Rock
Vicious,Lou Reed,1972,176533,.60500002,.84600002,-7.7550001,.0337,.00060000003,.88599998,.0526,.95200002,52,Alt. Rock
Walk On the Wild Side,Lou Reed,1972,254173,.57499999,.31799999,-16.729,.109,.68300003,.000202,.093400002,.38499999,75,Alt. Rock
Heroin - Live,Lou Reed,1974,783373,.259,.62300003,-9.5120001,.103,.21799999,.127,.991,.197,30,Alt. Rock
Rock 'N' Roll - Live,Lou Reed,1974,608840,.442,.861,-8.7810001,.132,.211,.063699998,.954,.52600002,31,Alt. Rock
Coney Island Baby,Lou Reed,1975,395226,.53600001,.43200001,-9.4949999,.036400001,.54699999,.000099299999,.12800001,.47400001,48,Alt. Rock
Dramamine,Modest Mouse,1996,342000,.37799999,.736,-9.4379997,.0407,.32600001,.105,.107,.796,56,Alt. Rock
3rd Planet,Modest Mouse,2000,238493,.53600001,.56699997,-7.5120001,.113,.32600001,.000018700001,.109,.433,47,Alt. Rock
Float On,Modest Mouse,2004,208466,.64899999,.88800001,-4.8070002,.029300001,.013,2.2300001e-06,.088799998,.55299997,74,Alt. Rock
Gravity Rides Everything,Modest Mouse,2004,259839,.39500001,.44299999,-7.9720001,.0396,.43099999,.0352,.50400001,.71399999,50,Alt. Rock
Ocean Breathes Salty,Modest Mouse,2004,224333,.64600003,.96399999,-3.177,.036899999,.0407,3.6500001e-06,.29300001,.74699998,54,Alt. Rock
The World At Large,Modest Mouse,2004,272506,.523,.477,-9.0760002,.0254,.096100003,.000106,.101,.249,54,Alt. Rock
Dashboard,Modest Mouse,2007,246173,.639,.903,-5.013,.037099998,.0096300002,.000070599999,.17399999,.95999998,60,Alt. Rock
Missed the Boat,Modest Mouse,2007,264813,.70999998,.69800001,-5.7969999,.033199999,.069700003,0,.47799999,.852,56,Alt. Rock
Parting of the Sensory,Modest Mouse,2007,334373,.58999997,.954,-4.6789999,.0726,.16,.00024199999,.15899999,.71799999,39,Alt. Rock
Lampshades on Fire,Modest Mouse,2015,187720,.65899998,.90600002,-3.9059999,.042800002,.156,3.2700000e-06,.105,.792,55,Alt. Rock
Plug in Baby,Muse,2001,218000,.40799999,.96499997,-4.2319999,.050000001,6.9399998e-06,.00040200001,.11,.34900001,53,Alt. Rock
Hysteria,Muse,2003,227023,.25600001,.91100001,-4.4790001,.086800002,.000085799998,.000925,.23199999,.428,72,Alt. Rock
Time is Running Out,Muse,2003,236535,.54400003,.89200002,-3.2119999,.059099998,.00064400001,.00266,.0832,.317,68,Alt. Rock
Knights of Cydonia,Muse,2006,366213,.366,.963,-5.3010001,.142,.00027300001,.0122,.115,.211,67,Alt. Rock
Starlight,Muse,2006,240213,.55000001,.87400001,-4.046,.032099999,.000436,.0000102,.206,.31799999,72,Alt. Rock
Supermassive Black Hole,Muse,2006,212439,.66799998,.921,-3.727,.043900002,.049199998,.0051699998,.087700002,.78200001,79,Alt. Rock
Resistance,Muse,2009,346693,.46700001,.77399999,-6.5689998,.048500001,.0616,.289,.108,.091600001,61,Alt. Rock
Undisclosed Desires,Muse,2009,235000,.68300003,.58499998,-6.7600002,.032299999,.0081900004,.0162,.079700001,.64099997,65,Alt. Rock
Uprising,Muse,2009,304840,.602,.90499997,-4.046,.077500001,.000202,.064000003,.117,.41100001,75,Alt. Rock
Madness,Muse,2012,281040,.50199997,.417,-7.665,.071800001,.127,.0041899998,.106,.21799999,67,Alt. Rock
Lose My Breath,my bloody valentine,1991,217626,.37799999,.60600001,-13.003,.0261,.0036200001,.83999997,.116,.43599999,40,Alt. Rock
Only Shallow,my bloody valentine,1991,257519,.138,.69099998,-7.9759998,.044300001,.00037699999,.78600001,.089500003,.36000001,50,Alt. Rock
Helena,My Chemical Romance,2004,204733,.35600001,.95999998,-3.487,.104,.0142,0,.20900001,.085699998,76,Alt. Rock
I'm Not Okay (I Promise),My Chemical Romance,2004,186480,.20999999,.94,-3.427,.123,.0060200002,0,.26899999,.255,75,Alt. Rock
SING,My Chemical Romance,2004,270386,.60600001,.94199997,-3.618,.035700001,.000233,7.0699998e-06,.106,.373,57,Alt. Rock
The Ghost of You,My Chemical Romance,2005,194253,.20200001,.88599998,-3.8050001,.081600003,.0286,0,.64300001,.192,70,Alt. Rock
Famous Last Words,My Chemical Romance,2006,299226,.46700001,.88300002,-3.6789999,.106,.000321,.00015199999,.125,.30899999,71,Alt. Rock
Teenagers,My Chemical Romance,2006,161920,.463,.85699999,-3.063,.063199997,.0506,0,.184,.85600001,81,Alt. Rock
The Sharpest Lives,My Chemical Romance,2006,200880,.51300001,.93699998,-3.427,.053199999,.000111,.000102,.082999997,.54299998,65,Alt. Rock
Welcome to the Black Parade,My Chemical Romance,2006,311106,.21699999,.90499997,-4.1030002,.075199999,.00028899999,.00011,.222,.236,78,Alt. Rock
I Don't Love You,My Chemical Romance,2007,238680,.289,.796,-4.2199998,.049400002,.0083699999,.0000261,.20200001,.33000001,74,Alt. Rock
Temptation,New Order,1982,419240,.60000002,.88099998,-9.4779997,.0337,.28999999,.85100001,.222,.93599999,55,Alt. Rock
Age of Consent - 2015 Remaster,New Order,1983,315333,.37200001,.91000003,-5.559,.0392,.00101,.094400004,.13,.75599998,63,Alt. Rock
Blue Monday,New Order,1983,449160,.76200002,.65100002,-13.34,.065499999,.0019799999,.85600001,.111,.94099998,70,Alt. Rock
Love Vigilantes - 2015 Remaster,New Order,1985,259306,.54799998,.89399999,-5.9879999,.034899998,.0070199999,6.2899999e-06,.081,.80000001,46,Alt. Rock
The Perfect Kiss - 2015 Remaster,New Order,1985,289373,.62900001,.85900003,-6.0650001,.032499999,.0052100001,.252,.131,.80000001,47,Alt. Rock
1963,New Order,1986,335640,.63099998,.778,-12.989,.030300001,.0241,.099799998,.032299999,.92699999,32,Alt. Rock
Bizarre Love Triangle,New Order,1986,263213,.61299998,.88499999,-7.4629998,.052000001,.080399998,.74599999,.099699996,.91900003,65,Alt. Rock
"Shellshock - 7"" Edit; 2015 Remaster",New Order,1986,264453,.67299998,.95599997,-6.671,.046500001,.025800001,.000079799996,.2,.81800002,39,Alt. Rock
True Faith,New Order,1987,355066,.58899999,.78399998,-13.037,.031199999,.175,.076700002,.132,.94099998,58,Alt. Rock
Regret,New Order,1993,249840,.50400001,.96600002,-3.1159999,.032900002,.00081900001,.074699998,.226,.74199998,35,Alt. Rock
Head Like A Hole,Nine Inch Nails,1989,299680,.66600001,.79799998,-11.26,.047699999,.0084800003,.00186,.58499998,.442,60,Alt. Rock
Terrible Lie,Nine Inch Nails,1989,278866,.61000001,.60500002,-12.484,.041900001,.000925,.15700001,.34400001,.458,52,Alt. Rock
Wish,Nine Inch Nails,1992,226733,.51599997,.98900002,-7.2059999,.075400002,.00040700001,.35499999,.69700003,.149,53,Alt. Rock
Closer,Nine Inch Nails,1994,373306,.546,.72399998,-8.6389999,.0427,.00027300001,.667,.133,.58600003,71,Alt. Rock
Hurt,Nine Inch Nails,1994,374440,.56599998,.124,-18.166,.043099999,.70899999,.0104,.132,.11,59,Alt. Rock
March Of The Pigs,Nine Inch Nails,1994,178493,.50300002,.903,-7.427,.052700002,.0218,.197,.086099997,.058600001,57,Alt. Rock
Sin,Nine Inch Nails,1994,246306,.634,.86500001,-10.799,.053100001,.00104,.70099998,.86699998,.74000001,49,Alt. Rock
The Perfect Drug,Nine Inch Nails,1997,315440,.62699997,.88300002,-8.9879999,.094599999,.0207,.00364,.32300001,.252,52,Alt. Rock
We're In This Together,Nine Inch Nails,1999,436533,.551,.69199997,-7.256,.034600001,.00025499999,.21799999,.278,.2,16,Alt. Rock
Into The Void,Nine Inch Nails,2000,289306,.71200001,.796,-5.9260001,.043499999,.145,.047499999,.075999998,.361,51,Alt. Rock
About A Girl,Nirvana,1989,168428,.41299999,.875,-7.48,.030999999,5.1299999e-06,.00057999999,.20900001,.57499999,80,Alt. Rock
Breed,Nirvana,1991,184040,.26199999,.96899998,-4.6750002,.089400001,3.6900001e-06,.0021299999,.133,.26300001,65,Alt. Rock
Come As You Are,Nirvana,1991,218920,.5,.824,-5.8460002,.038800001,.00016,.00161,.091600001,.53899997,77,Alt. Rock
In Bloom,Nirvana,1991,255080,.43599999,.87599999,-4.902,.0647,.000033299999,.000104,.205,.51200002,68,Alt. Rock
Lithium,Nirvana,1991,257053,.67799997,.65600002,-6.4099998,.0381,.00174,0,.063100003,.48500001,70,Alt. Rock
Smells Like Teen Spirit,Nirvana,1991,301920,.50199997,.912,-4.5560002,.056400001,.0000255,.00017299999,.106,.72000003,78,Alt. Rock
All Apologies,Nirvana,1993,233173,.44600001,.63200003,-12.197,.034000002,.079300001,.00026599999,.088100001,.359,72,Alt. Rock
Heart-Shaped Box,Nirvana,1993,281160,.25600001,.64099997,-10.283,.055199999,.199,.032900002,.085299999,.382,81,Alt. Rock
Rape Me,Nirvana,1993,170000,.41999999,.74599999,-10.628,.046700001,.0141,0,.066100001,.229,71,Alt. Rock
The Man Who Sold The World - Live,Nirvana,1994,261093,.48300001,.75300002,-8.9370003,.0832,.42500001,.000142,.257,.41999999,75,Alt. Rock
Just A Girl,No Doubt,1995,209200,.63800001,.90600002,-4.8239999,.0504,.066200003,.0000688,.142,.76700002,74,Alt. Rock
Spiderwebs,No Doubt,1995,266760,.49000001,.852,-7.1919999,.0502,.037599999,2.2100000e-06,.126,.66299999,62,Alt. Rock
Don't Speak,No Doubt,1996,263560,.51999998,.70899999,-7.125,.0352,.24699999,.000017799999,.18000001,.53600001,79,Alt. Rock
Bathwater,No Doubt,2000,242800,.62400001,.73199999,-4.9310002,.054299999,.412,0,.33000001,.61900002,51,Alt. Rock
Ex-Girlfriend,No Doubt,2000,212400,.546,.90700001,-4.1170001,.090000004,.0135,.00232,.169,.65399998,52,Alt. Rock
Simple Kind Of Life,No Doubt,2000,256933,.57599998,.84899998,-5.1989999,.035500001,.0678,0,.278,.48199999,49,Alt. Rock
Hey Baby,No Doubt,2001,207040,.70499998,.87199998,-3.5569999,.126,.061799999,0,.227,.75,57,Alt. Rock
Hella Good,No Doubt,2002,242586,.77200001,.66500002,-3.947,.034899998,.0136,.012,.090499997,.838,63,Alt. Rock
Underneath It All,No Doubt,2002,302720,.72899997,.73100001,-4.823,.0682,.235,1.3500000e-06,.391,.838,63,Alt. Rock
It's My Life,No Doubt,2003,225866,.60600001,.75,-4.5349998,.0306,.0026400001,.000788,.32100001,.77100003,56,Alt. Rock
Cigarettes & Alcohol - Remastered,Oasis,1994,289146,.294,.74199998,-2.3340001,.0458,.0000145,.031099999,.152,.44,57,Alt. Rock
Live Forever,Oasis,1994,276866,.28999999,.76899999,-5.5780001,.032900002,.0000144,8.3499999e-06,.375,.198,56,Alt. Rock
Supersonic,Oasis,1994,283744,.38999999,.87699997,-4.829,.034699999,.000048999998,.00241,.26499999,.68900001,56,Alt. Rock
Champagne Supernova,Oasis,1995,450506,.303,.85299999,-2.26,.036600001,.223,.00159,.361,.119,61,Alt. Rock
Some Might Say - Remastered,Oasis,1995,327920,.259,.92699999,-2.277,.092,.16500001,.013,.287,.073399998,55,Alt. Rock
Wonderwall,Oasis,1995,258906,.41,.85399997,-5.6090002,.036600001,.00236,0,.133,.456,70,Alt. Rock
Wonderwall - Remastered,Oasis,1995,258773,.375,.89300001,-4.0970001,.040600002,.00050899998,0,.18700001,.43399999,78,Alt. Rock
Don't Look Back In Anger - Remastered,Oasis,1996,289560,.32800001,.93599999,-3.2539999,.062799998,.066500001,2.6099999e-06,.16500001,.31,72,Alt. Rock
Heroes,Oasis,1996,249226,.39199999,.96499997,-2.9170001,.066299997,.00013099999,.00151,.333,.40599999,41,Alt. Rock
Lyla,Oasis,2005,310440,.40099999,.95099998,-2.5699999,.048300002,.00014,.000117,.147,.33199999,50,Alt. Rock
Last Resort,Papa Roach,2000,199906,.58899999,.88999999,-3.7190001,.059999999,.000481,.00082000002,.20100001,.68699998,81,Alt. Rock
Broken Home,Papa Roach,2002,222840,.57599998,.91399997,-5.0339999,.0515,.00177,.00057500001,.091399997,.47099999,46,Alt. Rock
Falling Apart,Papa Roach,2002,188919,.528,.94199997,-2.825,.051199999,.000082600003,0,.34400001,.41999999,65,Alt. Rock
Forever,Papa Roach,2002,246333,.57499999,.59100002,-5.9159999,.028000001,.0173,0,.17299999,.33199999,57,Alt. Rock
She Loves Me Not,Papa Roach,2002,209572,.59799999,.95499998,-4.52,.091600001,.00122,0,.243,.40200001,59,Alt. Rock
Getting Away With Murder,Papa Roach,2004,191372,.56400001,.96799999,-3.75,.063100003,.000116,.0000397,.226,.352,62,Alt. Rock
